District,Ward,"Geos(String format: Long,Lat)",Google map link,Open for FD Zones?,
10,10,"[106.675811767578,10.7696046829224 106.67440032959,10.7676973342896 106.667694091797,10.7679977416993 106.673706054688,10.7713079452515 106.675811767578,10.7696046829224]",,Ok,
10,11,"[106.676734924316,10.7705812454225 106.675811767578,10.7696046829224 106.673706054688,10.7713079452515 106.679618835449,10.7749843597413 106.681625366211,10.7778415679932 106.68278503418,10.7759037017822 106.679039001465,10.7727193832399 106.676734924316,10.7705812454225]",,Ok,
10,12,"[106.667694091797,10.7679977416993 106.667114257813,10.7677087783813 106.663772583008,10.7765655517579 106.664688110352,10.7772665023804 106.666831970215,10.7751493453979 106.671447753906,10.7770099639894 106.671035766602,10.7779636383058 106.677131652832,10.7802352905273 106.681625366211,10.7778415679932 106.679618835449,10.7749843597413 106.673706054688,10.7713079452515 106.667694091797,10.7679977416993]",,Ok,
10,13,"[106.664688110352,10.7772665023804 106.672149658203,10.7829160690309 106.677131652832,10.7802352905273 106.671035766602,10.7779636383058 106.671447753906,10.7770099639894 106.666831970215,10.7751493453979 106.664688110352,10.7772665023804]",,Ok,
10,14,"[106.664031982422,10.7660179138183 106.661575317383,10.7646808624268 106.660011291504,10.7638378143311 106.656089782715,10.7778301239014 106.660278320313,10.7821245193481 106.661514282227,10.7778358459472 106.661979675293,10.7781629562379 106.663772583008,10.7765655517579 106.667114257813,10.7677087783813 106.664031982422,10.7660179138183]",,Ok,
10,15,"[106.664688110352,10.7772665023804 106.663772583008,10.7765655517579 106.661979675293,10.7781629562379 106.661514282227,10.7778358459472 106.660278320313,10.7821245193481 106.66463470459,10.7869205474855 106.67195892334,10.7830171585082 106.672149658203,10.7829160690309 106.664688110352,10.7772665023804]",,Ok,
11,1,"[106.641700744629,10.758532524109 106.641860961914,10.7543458938599 106.637603759766,10.7546653747559 106.635330200195,10.7578315734863 106.641593933106,10.7590074539185 106.641700744629,10.758532524109]","https://www.google.com/maps/place/District+11,+Ho+Chi+Minh+City,+Vietnam/@10.7659454,106.6390933,15z/data=!3m1!4b1!4m5!3m4!1s0x31752e949d027e49:0x393b1836f8742615!8m2!3d10.7629739!4d106.650084",Ok,16
11,2,"[106.641700744629,10.758532524109 106.643928527832,10.7584056854249 106.645874023438,10.758270263672 106.649284362793,10.7580404281617 106.642471313477,10.7542819976808 106.641860961914,10.7543458938599 106.641700744629,10.758532524109]",,Ok,
11,3,"[106.641593933106,10.7590074539185 106.635330200195,10.7578315734863 106.634162902832,10.7590284347535 106.635040283203,10.759801864624 106.635704040527,10.7625312805177 106.635688781738,10.7695722579957 106.637603759766,10.7689924240113 106.642379760742,10.7667865753174 106.641593933106,10.7590074539185]",,Ok,
11,4,"[106.656036376953,10.7573232650756 106.651100158691,10.7563428878785 106.651313781738,10.75812625885 106.658798217774,10.7597217559814 106.659538269043,10.7580347061158 106.656036376953,10.7573232650756]",,Ok,
11,5,"[106.637603759766,10.7689924240113 106.641624450684,10.7725524902345 106.642120361328,10.7721405029297 106.644325256348,10.7750129699707 106.647705078125,10.7752437591553 106.648063659668,10.7747917175292 106.649070739746,10.7732448577881 106.647964477539,10.7722406387329 106.644874572754,10.7659215927124 106.642379760742,10.7667865753174 106.637603759766,10.7689924240113]",,Ok,
11,6,"[106.651313781738,10.75812625885 106.65145111084,10.7592229843139 106.657066345215,10.7622404098511 106.658798217774,10.7597217559814 106.651313781738,10.75812625885]",,Ok,
11,7,"[106.661529541016,10.7584342956543 106.659538269043,10.7580347061158 106.658798217774,10.7597217559814 106.657066345215,10.7622404098511 106.660011291504,10.7638378143311 106.661529541016,10.7584342956543]",,Ok,
11,8,"[106.649284362793,10.7580404281617 106.645874023438,10.758270263672 106.646255493164,10.7629384994507 106.647300720215,10.7648668289186 106.651229858398,10.7627878189087 106.650917053223,10.7589273452759 106.649284362793,10.7580404281617]",,Ok,
11,9,"[106.645874023438,10.758270263672 106.643928527832,10.7584056854249 106.644973754883,10.7643489837646 106.646469116211,10.7653369903565 106.647300720215,10.7648668289186 106.646255493164,10.7629384994507 106.645874023438,10.758270263672]",,Ok,
11,10,"[106.641593933106,10.7590074539185 106.642379760742,10.7667865753174 106.644874572754,10.7659215927124 106.646469116211,10.7653369903565 106.644973754883,10.7643489837646 106.643928527832,10.7584056854249 106.641700744629,10.758532524109 106.641593933106,10.7590074539185]",,Ok,
11,11,"[106.647300720215,10.7648668289186 106.646469116211,10.7653369903565 106.652030944824,10.7689552307129 106.652496337891,10.7687797546387 106.654067993164,10.7664785385131 106.651786804199,10.7661781311036 106.651229858398,10.7627878189087 106.647300720215,10.7648668289186]",,Ok,
11,12,"[106.65145111084,10.7592229843139 106.650917053223,10.7589273452759 106.651229858398,10.7627878189087 106.657066345215,10.7622404098511 106.65145111084,10.7592229843139]",,Ok,
11,13,"[106.651229858398,10.7627878189087 106.651786804199,10.7661781311036 106.654067993164,10.7664785385131 106.657066345215,10.7622404098511 106.651229858398,10.7627878189087]",,Ok,
11,14,"[106.646469116211,10.7653369903565 106.644874572754,10.7659215927124 106.647964477539,10.7722406387329 106.649070739746,10.7732448577881 106.652030944824,10.7689552307129 106.646469116211,10.7653369903565]",,Ok,
11,15,"[106.660011291504,10.7638378143311 106.657066345215,10.7622404098511 106.654067993164,10.7664785385131 106.652496337891,10.7687797546387 106.653213500977,10.7754154205323 106.655937194824,10.7783737182617 106.656089782715,10.7778301239014 106.660011291504,10.7638378143311]",,Ok,
11,16,"[106.649780273438,10.7535037994385 106.643173217773,10.754207611084 106.642471313477,10.7542819976808 106.649284362793,10.7580404281617 106.650917053223,10.7589273452759 106.65145111084,10.7592229843139 106.651313781738,10.75812625885 106.651100158691,10.7563428878785 106.650756835938,10.7534141540528 106.649780273438,10.7535037994385]",,Ok,
4,1,"[106.690483093262,10.7521743774415 106.687828063965,10.7518091201783 106.686538696289,10.7517862319947 106.687255859375,10.7535562515258 106.692680358887,10.7582912445068 106.695297241211,10.7533483505249 106.695289611816,10.7522802352906 106.690483093262,10.7521743774415]","https://www.google.com/maps/place/District+4,+Ho+Chi+Minh+City,+Vietnam/@10.7659454,106.6390933,15z/data=!4m5!3m4!1s0x31752f6c6e9b7e35:0xbe48f39ac0476895!8m2!3d10.7578263!4d106.7012968",Ok,15
4,2,"[106.697471618652,10.7565040588379 106.696960449219,10.7559165954589 106.69766998291,10.7548284530639 106.695297241211,10.7533483505249 106.692680358887,10.7582912445068 106.694770812988,10.7594709396363 106.697471618652,10.7565040588379]",,Ok,
4,3,"[106.70036315918,10.7571668624879 106.701972961426,10.7549972534181 106.702239990234,10.7523584365846 106.695289611816,10.7522802352906 106.695297241211,10.7533483505249 106.69766998291,10.7548284530639 106.696960449219,10.7559165954589 106.697471618652,10.7565040588379 106.698036193848,10.756067276001 106.698944091797,10.7566604614258 106.698287963867,10.758399963379 106.699073791504,10.7589168548585 106.70036315918,10.7571668624879]",,Ok,
4,4,"[106.705116271973,10.752387046814 106.704986572266,10.7523860931396 106.702239990234,10.7523584365846 106.701972961426,10.7549972534181 106.70036315918,10.7571668624879 106.701721191406,10.7581205368043 106.701103210449,10.7589597702026 106.701843261719,10.7595329284667 106.706176757812,10.7565746307373 106.705116271973,10.752387046814]",,Ok,
4,5,"[106.694770812988,10.7594709396363 106.697059631348,10.7618761062622 106.697151184082,10.7620058059694 106.698532104492,10.7607336044313 106.699073791504,10.7589168548585 106.698287963867,10.758399963379 106.698944091797,10.7566604614258 106.698036193848,10.756067276001 106.697471618652,10.7565040588379 106.694770812988,10.7594709396363]",,Ok,
4,6,"[106.697151184082,10.7620058059694 106.699867248535,10.7644081115723 106.70108795166,10.7614765167237 106.702255249024,10.7598628997803 106.701843261719,10.7595329284667 106.701103210449,10.7589597702026 106.701721191406,10.7581205368043 106.70036315918,10.7571668624879 106.699073791504,10.7589168548585 106.698532104492,10.7607336044313 106.697151184082,10.7620058059694]",,Ok,
4,8,"[106.706558227539,10.7580060958862 106.706176757812,10.7565746307373 106.701843261719,10.7595329284667 106.702255249024,10.7598628997803 106.70108795166,10.7614765167237 106.702095031738,10.7631931304932 106.703704833984,10.7617883682251 106.703369140625,10.7607917785645 106.703361511231,10.7597761154175 106.703979492188,10.7600812911987 106.706779479981,10.7587985992432 106.706558227539,10.7580060958862]",,Ok,
4,9,"[106.699867248535,10.7644081115723 106.700347900391,10.7647190093995 106.701210021973,10.7653589248658 106.704956054688,10.7625970840455 106.703369140625,10.7607917785645 106.703704833984,10.7617883682251 106.702095031738,10.7631931304932 106.70108795166,10.7614765167237 106.699867248535,10.7644081115723]",,Ok,
4,10,"[106.707489013672,10.7609777450562 106.706779479981,10.7587985992432 106.703979492188,10.7600812911987 106.703361511231,10.7597761154175 106.703369140625,10.7607917785645 106.704956054688,10.7625970840455 106.705955505371,10.7619848251343 106.707489013672,10.7609777450562]",,Ok,
4,12,"[106.709991455078,10.7665090560913 106.70719909668,10.7651643753052 106.705955505371,10.7619848251343 106.704956054688,10.7625970840455 106.701210021973,10.7653589248658 106.70369720459,10.7681169509889 106.708251953125,10.7697286605835 106.709991455078,10.7665090560913]",,Ok,
4,13,"[106.705955505371,10.7619848251343 106.70719909668,10.7651643753052 106.709991455078,10.7665090560913 106.713478088379,10.7630968093873 106.714408874512,10.76251411438 106.712898254395,10.7598543167115 106.712051391602,10.7603511810302 106.711151123047,10.7588310241699 106.707489013672,10.7609777450562 106.705955505371,10.7619848251343]",,Ok,
4,14,"[106.711151123047,10.7588310241699 106.709190368652,10.7554922103882 106.707344055176,10.7566070556641 106.707633972168,10.7570638656617 106.706558227539,10.7580060958862 106.706779479981,10.7587985992432 106.707489013672,10.7609777450562 106.711151123047,10.7588310241699]",,Ok,
4,15,"[106.709892272949,10.7524366378785 106.705116271973,10.752387046814 106.706176757812,10.7565746307373 106.706558227539,10.7580060958862 106.707633972168,10.7570638656617 106.707344055176,10.7566070556641 106.709190368652,10.7554922103882 106.710258483887,10.7545871734619 106.709892272949,10.7524366378785]",,Ok,
4,16,"[106.713989257812,10.7524528503419 106.709892272949,10.7524366378785 106.710258483887,10.7545871734619 106.709190368652,10.7554922103882 106.711151123047,10.7588310241699 106.71598815918,10.7565059661866 106.713989257812,10.7524528503419]",,Ok,
4,18,"[106.720802307129,10.7561168670655 106.719024658203,10.7534561157227 106.715850830078,10.7524538040162 106.713989257812,10.7524528503419 106.71598815918,10.7565059661866 106.711151123047,10.7588310241699 106.712051391602,10.7603511810302 106.712898254395,10.7598543167115 106.714408874512,10.76251411438 106.722045898438,10.7592611312866 106.720802307129,10.7561168670655]",,Ok,
5,1,"[106.686538696289,10.7517862319947 106.683860778809,10.7505578994751 106.683746337891,10.7512636184693 106.68123626709,10.7520151138305 106.677314758301,10.7517919540405 106.676887512207,10.7541694641114 106.685234069824,10.7564239501953 106.687255859375,10.7535562515258 106.686538696289,10.7517862319947]","https://www.google.com/maps/place/District+5,+Ho+Chi+Minh+City,+Vietnam/@10.7558399,106.6600163,15z/data=!3m1!4b1!4m5!3m4!1s0x31752efb7d184b87:0xab92c1d33fffeb7!8m2!3d10.7540279!4d106.6633746",Ok,15
5,2,"[106.676887512207,10.7541694641114 106.676254272461,10.7563858032226 106.684005737305,10.7594814300538 106.685234069824,10.7564239501953 106.676887512207,10.7541694641114]",,Ok,
5,3,"[106.676254272461,10.7563858032226 106.675758361817,10.7581281661988 106.68335723877,10.7611770629883 106.684005737305,10.7594814300538 106.676254272461,10.7563858032226]",,Ok,
5,4,"[106.675758361817,10.7581281661988 106.67504119873,10.7612991333009 106.67643737793,10.7622051239015 106.681671142578,10.7654275894165 106.68335723877,10.7611770629883 106.675758361817,10.7581281661988]",,Ok,
5,5,"[106.675567626953,10.7488746643066 106.673484802246,10.7487583160402 106.672103881836,10.7529191970825 106.676887512207,10.7541694641114 106.677314758301,10.7517919540405 106.675567626953,10.7488746643066]",,Ok,
5,6,"[106.673484802246,10.7487583160402 106.669258117676,10.7495918273927 106.667060852051,10.7500762939454 106.666763305664,10.7524671554565 106.672103881836,10.7529191970825 106.673484802246,10.7487583160402]",,Ok,
5,7,"[106.666763305664,10.7524671554565 106.666572570801,10.7540082931519 106.676254272461,10.7563858032226 106.676887512207,10.7541694641114 106.672103881836,10.7529191970825 106.666763305664,10.7524671554565]",,Ok,
5,8,"[106.666572570801,10.7540082931519 106.666305541992,10.7560129165651 106.675758361817,10.7581281661988 106.676254272461,10.7563858032226 106.666572570801,10.7540082931519]",,Ok,
5,9,"[106.665588378906,10.7592477798463 106.668899536133,10.7598552703858 106.673149108887,10.7607593536378 106.67504119873,10.7612991333009 106.675758361817,10.7581281661988 106.666305541992,10.7560129165651 106.666290283203,10.7561130523682 106.665588378906,10.7592477798463]",,Ok,
5,10,"[106.667060852051,10.7500762939454 106.665481567383,10.75031375885 106.660514831543,10.7486562728882 106.659873962402,10.7504787445068 106.659156799317,10.7507419586182 106.658950805664,10.752010345459 106.666763305664,10.7524671554565 106.667060852051,10.7500762939454]",,Ok,
5,11,"[106.666572570801,10.7540082931519 106.666763305664,10.7524671554565 106.658950805664,10.752010345459 106.658279418945,10.7544994354248 106.666290283203,10.7561130523682 106.666305541992,10.7560129165651 106.666572570801,10.7540082931519]",,Ok,
5,12,"[106.658279418945,10.7544994354248 106.656120300293,10.7541217803956 106.656036376953,10.7573232650756 106.659538269043,10.7580347061158 106.661529541016,10.7584342956543 106.662788391113,10.7586908340454 106.665588378906,10.7592477798463 106.666290283203,10.7561130523682 106.658279418945,10.7544994354248]",,Ok,
5,13,"[106.660514831543,10.7486562728882 106.654998779297,10.7461404800415 106.653823852539,10.7487564086913 106.653335571289,10.7510976791382 106.659156799317,10.7507419586182 106.659873962402,10.7504787445068 106.660514831543,10.7486562728882]",,Ok,
5,14,"[106.653335571289,10.7510976791382 106.653305053711,10.7516336441039 106.650527954102,10.7514696121216 106.650756835938,10.7534141540528 106.656120300293,10.7541217803956 106.658279418945,10.7544994354248 106.658950805664,10.752010345459 106.659156799317,10.7507419586182 106.653335571289,10.7510976791382]",,Ok,
5,15,"[106.650756835938,10.7534141540528 106.651100158691,10.7563428878785 106.656036376953,10.7573232650756 106.656120300293,10.7541217803956 106.650756835938,10.7534141540528]",,Ok,
